word	pos	pron	gw	freq	def	example
draw	verb	/drɔː/	draw sth/sb across/back/over, etc.	C2	to pull something or someone gently in a particular direction	He took her hand and drew her toward her sister.
draw	verb	/drɔː/	draw to a close/end	C2	to be almost finished	At last the concert drew to a close.
draw	verb	/drɔː/	draw a comparison/distinction	C2	to say that there is a similarity or difference between two things	We need to draw a distinction between criticism and insults.
draw	verb	/drɔː/	draw the line (at sth)	C2	If someone says they know where to draw the line, they are talking about knowing at what point an activity or situation becomes unacceptable because it is wrong or too extreme	I’ll do what I can to help a friend, but I draw the line when someone asks me to lie for them.
dread	verb [T]	/dred/		C2	to feel worried or frightened about something that has not happened yet	I'm dreading the first day at my new school.|I dread running into them again.
dream	noun [C]	/driːm/	beyond your wildest dreams	C2	bigger or better than anything you could imagine or hope for	The house was beyond my wildest dreams.
dream	noun [C]	/driːm/	not/never in your wildest dreams	C2	used to say that something is better than anything you could imagine or hope for	Never in my wildest dreams had I thought I would be offered a starring role in a Hollywood movie.
dream	verb [I or T]	/driːm/	wouldn't dream of doing sth	C2	used to say that you would not do something because you think it is wrong or silly	I wouldn't dream of asking him for a loan.
drift	verb [I]	/drɪft/	drift across/down/toward, etc.	C2	to be moved slowly somewhere by currents of wind or water	Smoke drifted across the rooftops.
drift	verb [I]	/drɪft/	SITUATION	C2	to get into a situation or job without having any particular plan	He drifted into acting after college.
drift	verb [I]	/drɪft/		C2	If two people drift apart, they gradually become less friendly and the relationship ends.	Roz used to be one of my closest friends, but we've drifted apart.
drift	verb [I]	/drɪft/		C2	to gradually start to sleep	I drifted off during the lecture.
drink	noun	/drɪŋk/	stiff drink	C2	a strong alcoholic drink	I thought he could use a stiff drink after that car almost hit him.
drive	verb	/drɑɪv/	MAKE WORK	C2	to provide the power or energy that makes someone or something work	She was driven by greed and ambition.
drive	verb	/drɑɪv/		C2	to force someone or something to leave a place	The supermarket has driven many small shops out of the area.
drop	verb	/drɑp/	drop it/the subject	C2	to stop talking about something, especially because it is annoying or upsetting someone	I don't want to talk about it any more - let's drop the subject.
drop	verb	/drɑp/	drop dead	C2	to die very suddenly	He just dropped dead.
drop	noun	/drɑp/	a drop in the ocean	C2	a very small amount compared to the amount needed	My letter of protest was just a drop in the ocean.
drought	noun [C or U]	/drɑʊt/		C2	a long period when there is no rain and people do not have enough water	A severe drought ruined the crops.
drown	verb	/drɑʊn/	COVER	C2	If a loud noise drowns the sound of something else, it prevents that sound from being heard.	His voice was drowned out by the traffic.
dry	adjective	/drɑɪ/	BORING	C2	If a book, talk, or subject is dry, it is not interesting.	His writing is always so dry and dull.
dry	verb [I or T]	/drɑɪ/		C2	If a supply of something dries up, it ends.	The work dried up and he went out of business.
dubious	adjective	/ˈduː.bi.əs/	NOT TRUE	C2	thought not to be completely true, honest, or legal	dubious evidence|a man with a dubious reputation
dubious	adjective	/ˈduː.bi.əs/	DOUBTING	C2	not certain that something is good or true	He's dubious about the benefits of acupuncture.
duck	noun [C]	/dʌk/	be (like) water off a duck's back	C2	If criticisms, insults, etc. are like water off a duck's back to you, they do not affect you at all.	She calls him lazy and useless, but it's like water off a duck's back.
due	adjective	/duː/	DESERVE	C2	Something that is due to you is something that is owed to you or something you deserve.	He didn't get the praise and recognition that was due to him.
due	adjective	/duː/	BEHAVIOR	C2	correct and suitable	He was fined for driving without due care and attention.
dump	verb	/dʌmp/	dump sth on/in/down, etc.	C2	to put something somewhere quickly and carelessly	Henry dumped his bag on the table and went upstairs.
dump	verb	/dʌmp/	END RELATIONSHIP	C2	to suddenly end a romantic relationship	If he's so awful, why don't you just dump him?
dump	noun [C]	/dʌmp/	MESSY PLACE	C2	a place that is dirty and messy	His room is a dump.
dump	noun [C]	/dʌmp/	be down in the dumps	C2	to be unhappy	He looks a bit down in the dumps.
dynamic	adjective	/dɑɪˈnæm.ɪk/	CHANGING	C2	continuously changing or moving	a dynamic economy
ear	noun [C]	/ɪr/	play sth by ear	C2	to play a piece of music by remembering the notes	She played all the songs by ear.
ear	noun [C]	/ɪr/	play it by ear	C2	to decide how to deal with a situation as it develops	I'm not sure what to tell Dad - I'll just have to play it by ear.
ear	noun [C]	/ɪr/	fall on deaf ears	C2	If advice or a request falls on deaf ears, people ignore it.	Our pleas for help fell on deaf ears.
early	adjective	/ˈɜr.li/	early on	C2	in the first stage or part of something	It was a great race for Neil, who took the lead early on.
earn	verb	/ɜrn/	DESERVE	C2	to get something that you deserve because of your work, qualities, etc.	As a teacher you have to earn the respect of your students.
ease	noun [U]	/iːz/	ill at ease	C2	feeling anxious and not relaxed	He looked ill at ease in the room full of reporters.
easily	adverb	/ˈiː.zə.li/	easily the best/worst/biggest, etc.	C2	certainly the best/worst/biggest, etc.	It was easily the biggest dog I have ever seen.
eccentric	adjective	/ɪkˈsen.trɪk/		C2	behaving in a strange and unusual way	an eccentric professor|eccentric behavior
echo	verb	/ˈek.oʊ/	SOUND	C2	If a sound echoes, or a place echoes with a sound, you hear the sound again because you are in a large, empty space.	Their voices echoed around the room.
echo	verb	/ˈek.oʊ/	REPEAT	C2	to repeat something that someone else has said or to express ideas or feelings similar to those of someone else	This report echoes some of the earlier research I've read.|Her feelings are echoed by other parents in the same situation.
echo	noun [C]	/ˈek.oʊ/	SOUND	C2	a sound that you hear more than once after it hits a surface in a big space	I could hear the echo of the bell.
edge	noun [C]	/edʒ/	give sb/have an edge on/over sb/sth	C2	to be slightly better than someone or something else	Because of her experience she has an edge over the other applicants.
edge	noun [C]	/edʒ/	be on edge	C2	to be nervous or worried	Sorry for shouting - I'm a little on edge today.
effect	noun	/ɪˈfekt/	in effect	C2	used to say what the real situation is	This means, in effect, that the plan has been scrapped.
effect	noun	/ɪˈfekt/	put/go into effect	C2	to begin being used	New food safety rules went into effect on Monday.
egg	noun	/eg/	a nest egg	C2	a sum of money that has been saved or kept for a specific purpose	She used her nest egg to buy a really good piano.
elaborate	adjective	/ɪˈlæb.ə.rət/		C2	complicated, detailed, or made carefully from many parts	an elaborate ceremony|an elaborate design/display
elapse	verb [I]	/ɪˈlæps/		C2	If time elapses, it passes.	Two years have elapsed since we last saw him.
elated	adjective	/ɪˈleɪt̬.ɪd/		C2	extremely happy and excited	We were elated by/at the news.
elder	noun	/ˈel.dər/	your elders	C2	people older than you	I was taught to respect my elders.
element	noun [C]	/ˈel.ə.mənt/	an element of sth	C2	a small amount of an emotion or quality	There's an element of truth in what she says.
elimination	noun [U]	/ɪˌlɪm.əˈneɪ.ʃən/		C2	when you eliminate someone or something	the elimination of disease/pain|their elimination from the competition
elusive	adjective	/ɪˈluː.sɪv/		C2	difficult to describe, find, achieve, or remember	The answers to these questions remain as elusive as ever.
embarrass	verb [T]	/ɪmˈbær.əs/		C2	to make someone feel ashamed or shy	My dad's always embarrassing me in front of my friends.
embody	verb [T]	/emˈbɑd.i/		C2	to represent an idea or quality exactly	He embodies the values of hard work and fair play.
embrace	verb	/emˈbreɪs/	HOLD	C2	If you embrace someone, you put your arms around them, and if two people embrace, they put their arms around each other.	She embraced him warmly.
embrace	noun [C]	/emˈbreɪs/		C2	when you put your arms around someone	a warm embrace
eminent	adjective	/ˈem.ə.nənt/		C2	famous, respected, or important	an eminent historian
emit	verb [T]	/iːˈmɪt/		C2	to send out gas, heat, light, etc. into the air	The machine emits a high-pitched sound when you press the button.
empathy	noun [U]	/ˈem.pə.θi/		C2	the ability to imagine what it must be like to be in someone's situation	He lacks empathy.
empirical	adjective	/ɪmˈpɪr.ɪ.kəl/		C2	based on experience or scientific experiments and not only on ideas	empirical evidence
end	noun	/end/	not be the end of the world	C2	If something is not the end of the world, it will not cause very serious problems.	It won't be the end of the world if I don't get this job.
end	noun	/end/	throw sb in at the deep end	C2	to make someone start a new and difficult job or activity without helping them or preparing them for it	My first job was to organize a huge conference - they really threw me in at the deep end!
end	noun	/end/	to/till/until the bitter end	C2	If you do something to/till/until the bitter end, you continue it until it is finished, although it is difficult and takes a long time.	The president fought for his plan to the bitter end.
end	noun	/end/	be at/reach the end of your rope	C2	to be so tired, annoyed, or worried by something that you do not feel that you can deal with it	I’m at the end of my rope with these kids!
end	noun	/end/	a means to an end	C2	something that you do because it will help you to achieve something else	I didn't particularly like the job - it was just a means to an end.
end	noun	/end/	odds and ends	C2	various items of different types that are not valuable or important	We moved most of the furniture to the new house, but there are still a few odds and ends to bring over.|I keep odds and ends in that box.
end	noun	/end/	the tail end of sth	C2	the last part of something	the tail end of the eighties
endeavor	noun [C or U]	/ɪnˈdev.ər/		C2	an attempt to do something	Writing is a very different endeavor than teaching.|Reaching the South Pole was an amazing example of human endeavor.
endorse	verb [T]	/enˈdɔːrs/		C2	to say publicly that you support a person, product or action	The idea was endorsed by a majority of members.
endow	verb [T]	/enˈdɑʊ/	be endowed with sth	C2	to have a particular quality or characteristic	The country is richly endowed with natural resources.
endurance	noun [U]	/ɪnˈdʊr.əns/		C2	the ability to keep doing something difficult, unpleasant, or painful for a long time	a race to test athletes' endurance
engage	verb [T]	/ɪnˈgeɪdʒ/		C2	to take part in something	The two sides have agreed to engage in talks.
engrossed	adjective	/ɪnˈgroʊst/		C2	giving all your attention to something	He was so engrossed in what he was doing that he didn't hear the bell.
enjoy	verb [T]	/enˈdʒɔɪ/	GOOD SITUATION	C2	to have or experience something good such as success	His play enjoyed great success on Broadway.
enough	adverb	/ɪˈnʌf/	enough is enough	C2	used to say that something is more than is needed or wanted or has gone on too long	The play was dull and I decided enough is enough and left early.
enough	adverb	/ɪˈnʌf/	sure enough	C2	as expected	He said the book was on his desk, and sure enough, there it was.
enterprise	noun	/ˈent̬.ərˌprɑɪz/	PLAN	C2	a difficult and important plan	Putting on the concert will be a joint enterprise between the two schools.
entity	noun [C]	/ˈent.ət̬.i/		C2	something which exists apart from other things	They want the area recognized as a separate political entity.
envy	noun [U]	/ˈen.vi/	be the envy of sb	C2	to be liked and wanted by someone	Her new office was the envy of the whole company.
envy	noun [U]	/ˈen.vi/	(be) green with envy	C2	to wish very much that you had something that another person has	Sam's got a job in the south of France and we're all green with envy!
equate	verb [T]	/ɪˈkweɪt/		C2	to consider one thing to be the same as or equal to another thing	Many people equate wealth with happiness.
eradicate	verb [T]	/ɪˈræd.əˌkeɪt/		C2	to destroy or completely get rid of something such as a social problem or a disease	The government claims to be doing all it can to eradicate corruption.
erode	verb	/ɪˈroʊd/	REMOVE	C2	If soil, stone, etc., erodes or is eroded, it is gradually damaged by water or wind.	The coastline is slowly being eroded.
erode	verb	/ɪˈroʊd/	DESTROY	C2	to gradually destroy something such as a quality or situation or to make it weaker	Budget cuts could further erode the benefit package provided for by the contract.
erosion	noun [U]	/ɪˈroʊ.ʒən/	NEGATIVE EFFECT	C2	gradual damage to something such as a quality or situation	There has been a gradual erosion of confidence in the government.
error	noun [C or U]	/ˈer.ər/	margin of error	C2	the amount by which a calculation can be wrong but still give a good result	a margin of error of 5 percent
error	noun [C or U]	/ˈer.ər/	trial and error	C2	a way of learning the best way to do something by trying different methods	There aren't any instructions with it - it's just a matter of trial and error.
erupt	verb [I]	/ɪˈrʌpt/		C2	to burst out suddenly or explode	The crowd erupted in cheers.
escape	verb	/ɪˈskeɪp/	NOT NOTICE	C2	If something escapes your notice or attention, you do not notice or see it.	Nothing that goes on in this office escapes her attention.
escape	verb	/ɪˈskeɪp/	FORGET	C2	If something such as a name escapes you, you cannot remember it.	The name of her book escapes me at the moment.
escape	noun	/ɪˈskeɪp/	a narrow escape	C2	If you have a narrow escape, you only just avoid danger.	He had a narrow escape when a falling tree crushed his car.
essence	noun	/ˈes.əns/	BASIC QUALITY	C2	the basic or most important idea or quality of something	The essence of his argument is that we should not eat meat.
essence	noun	/ˈes.əns/	in essence	C2	used to emphasize the most important idea or quality of something	In essence, its purpose is to contain information.
essential	adjective	/ɪˈsen.tʃəl/	BASIC	C2	the most basic and important	There's one essential point I think you've forgotten.
establish	verb [T often passive]	/ɪˈstæb.lɪʃ/	DECIDE	C2	to decide something	Our first step must be to establish priorities for the weeks ahead.
establish	verb [T often passive]	/ɪˈstæb.lɪʃ/	DISCOVER	C2	to find out information or prove something	The police are trying to establish how he died.
ethic	noun	/ˈeθ.ɪk/	ethics	C2	ideas and beliefs about what type of behavior is morally right and wrong	a code of ethics|the ethics of genetic engineering
ethic	noun	/ˈeθ.ɪk/	BELIEF	C2	a belief or idea that influences the way you think or behave	Our school promotes an ethic of service to the community.
ethical	adjective	/ˈeθ.ɪ.kəl/	RIGHT/WRONG	C2	relating to what is right or wrong	The book raises some serious ethical questions.
ethical	adjective	/ˈeθ.ɪ.kəl/	GOOD	C2	morally correct and good	He dealt with this case in a completely professional and ethical manner.
event	noun [C]	/ɪˈvent/	turn of events	C2	the way in which a situation develops, especially a sudden or unexpected change	We were all shocked by this tragic turn of events.
eventful	adjective	/ɪˈvent.fəl/		C2	full of interesting or important events	a very eventful day/journey
eventual	adjective [always before noun]	/ɪˈven.tʃu.əl/		C2	happening or existing at the end of a process or period of time	the eventual winner of the competition
ever	adverb	/ˈev.ər/	ever changing/growing/increasing, etc.	C2	always changing/growing/increasing, etc.	We live in an ever-changing world.|It seems the demand for these new electronic devices is ever increasing.
every	determiner	/ˈev.ri/	every so often	C2	sometimes, but not often	He went into town every so often to buy supplies.
every	determiner	/ˈev.ri/	every other day/week, etc.	C2	happening every two days/weeks, etc., not each day/week, etc.	Alice goes to the gym every other day.
evidence	noun [U]	/ˈev.əd.əns/	LAW	C2	information that is given or objects that are shown in a court of law to help to prove if someone has committed a crime	He was arrested despite the lack of evidence against him.
examine	verb [T]	/ɪgˈzæm.ən/	TEST	C2	to test someone to see how much they know or how well they can do something	You'll be examined in three main areas: speaking, listening, and reading comprehension.
example	noun [C]	/ɪgˈzæm.pəl/	a/the prime example	C2	a very good example of something	This is a prime example of what happens when communication is poor.
excel	verb [I]	/ɪkˈsel/		C2	to be very good at something	Paula excelled at when she was in school.|The lead dancer really excelled.
exceptional	adjective	/ɪkˈsep.ʃən.əl/	UNUSUAL	C2	very unusual and not likely to happen very often	Visitors are only allowed in exceptional circumstances.
excess	noun		do sth to excess	C2	to do something too much	It is best to avoid eating any one type of food to excess.
exclaim	verb [I or T]	/ɪkˈskleɪm/		C2	to say something suddenly and loudly because you are surprised, annoyed, excited, etc.	"How terrible!" she exclaimed.
execute	verb [T]	/ˈek.səˌkjuːt/	KILL	C2	to kill someone as a legal punishment	He was executed for murder.
execute	verb [T]	/ˈek.səˌkjuːt/	DO	C2	to do something, such as follow a plan or order	to execute a deal/plan
exemplify	verb [T]	/ɪgˈzem.pləˌfɑɪ/		C2	to be or give a typical example of something	This painting perfectly exemplifies the naturalistic style so popular at that time.
exercise	noun	/ˈek.sərˌsɑɪz/	MILITARY	C2	a set of actions that a group of soldiers do to practice their skills	The cadets are out on military exercises.
exercise	verb	/ˈek.sərˌsɑɪz/	USE	C2	to use a power, right, or ability	You should always exercise your right to vote.
exhibit	verb	/ɪgˈzɪb.ɪt/	SHOW QUALITY	C2	to show a feeling, quality, or ability	The crew exhibited great courage when the plane crashed.
exile	noun	/ˈeg.zɑɪl/		C2	when someone has to leave their home and live in another country, often for political reasons	He lives in exile in New York.|The King was forced into exile.
expenditure	noun [C or U]	/ɪkˈspen.də.tʃər/		C2	the total amount of money that a person, business, group, etc., spends	a large expenditure of funds|Expenditures on health care and insurance continue to increase.
expense	noun [C or U]	/ɪkˈspens/	at sb's expense	C2	in order to make someone look stupid	Stop making jokes at my expense.
experiment	verb [I]		DO TESTS	C2	to do an experiment	Experimenting on mice can give us an idea of the effect of the disease in humans.
experimental	adjective	/ɪkˌsper.əˈment̬.əl/		C2	relating to tests, especially scientific ones	The two scientists used very different experimental methods.
expire	verb [I]	/ɪkˈspɑɪr/		C2	If a legal document or agreement expires, you can no longer use it.	Your contract expired six months ago.
explicit	adjective	/ɪkˈsplɪs.ɪt/	CLEAR	C2	clear and exact	She was very explicit about her plans.|He made no explicit references to Tess.
explicit	adjective	/ɪkˈsplɪs.ɪt/	SHOWING SEX	C2	showing or talking about sex or violence in a very detailed way	an explicit film
explosive	adjective	/ɪkˈsploʊ.sɪv/	EQUIPMENT	C2	An explosive substance or piece of equipment can cause explosions.	The explosive device was hidden in a suitcase.|an explosive mixture of oil vapour and oxygen
explosive	adjective	/ɪkˈsploʊ.sɪv/	SITUATION	C2	An explosive situation or subject causes strong feelings, and may make people angry or violent.	a highly explosive political issue
explosive	noun [C]	/ɪkˈsploʊ.sɪv/		C2	a substance or piece of equipment that can cause explosions	He was caught smuggling explosives into the building.
expressive	adjective	/ɪkˈspres.ɪv/		C2	showing your feelings	expressive language|a very expressive face
exquisite	adjective	/ɪkˈskwɪz.ɪt/		C2	very beautiful or perfect	a garden of exquisite flowers
extent	noun [no plural]	/ɪkˈstent/	the extent to which	C2	the degree to which something happens or is likely to happen	The research should show the extent to which these changes are being implemented.
extravagant	adjective	/ɪkˈstræv.ə.gənt/		C2	costing too much, or spending a lot more money than you need to	the extravagant lifestyle of a movie star
extreme	adjective	/ɪkˈstriːm/	OPINIONS	C2	having such strong opinions or beliefs that most people cannot agree with you	extreme views|the extreme right/left
extremist	noun [C]	/ɪkˈstriː.mɪst/		C2	someone who has such strong opinions or beliefs that most people cannot agree with them	political/religious extremists
eye	noun [C]	/ɑɪ/	catch sb's eye	C2	to get someone's attention by looking at them	I tried to catch her eye, but she had already turned away.
eye	noun [C]	/ɑɪ/	catch sb's eye	C2	to be attractive or different enough to be noticed by people	It was the color of his jacket that caught my eye.
eye	noun [C]	/ɑɪ/	see eye to eye (with sb)	C2	If two people see eye to eye, they agree with each other.	My sister didn’t see eye to eye with me.
eye	noun [C]	/ɑɪ/	keep your eyes peeled (for sb/sth)	C2	to watch carefully for someone or something	Keep your eyes peeled, he should be here any minute.
eye	noun [C]	/ɑɪ/	keep your eyes open (for sb/sth)	C2	to watch carefully for someone or something	Keep your eyes open for anything unusual.
eye	noun [C]	/ɑɪ/	cry your eyes out	C2	If someone cries their eyes out, they cry a lot about a problem or situation.	When she heard the fire had destroyed the houses, she cried her eyes out.
eye	noun [C]	/ɑɪ/	in the blink of an eye	C2	extremely quickly	In the blink of an eye, he was gone.
eye	noun [C]	/ɑɪ/	in your mind's eye	C2	in your imagination or memory	In my mind's eye, I imagined the building painted white, with a beautiful garden around it.
eye	noun [C]	/ɑɪ/	the naked eye	C2	If something can be seen by the naked eye, it is big enough to be seen without special equipment.	These bugs are so tiny you cannot see them with the naked eye.
eye	noun [C]	/ɑɪ/	roll your eyes	C2	to move your eyes in a circle to show surprise or disapproval	When I asked her when she thought the building work would be finished, she just rolled her eyes.
eye	noun [C]	/ɑɪ/	eye contact	C2	when people look directly at each other, for instance when they are talking to each other	There was very little eye contact between them.
fabric	noun	/ˈfæb.rɪk/	the fabric of sth	C2	the basic way in which a society or other social group is organized	The family is part of the fabric of society.
face	noun	/feɪs/	lose face	C2	to become less respected by others because of something you did	She had to find a way to accept defeat without losing face.
face	noun	/feɪs/	keep a straight face	C2	to manage to stop yourself from smiling or laughing	I can never play jokes on people because I can't keep a straight face.
face	noun	/feɪs/	on the face of it	C2	used when you are describing how a situation seems on the surface	On the face of it, this seems like a bargain, but I bet there are hidden costs.
face	noun	/feɪs/	in the face of sth	C2	while having to deal with a difficult situation or problem	They left home in the face of strong opposition from their families.
face	noun	/feɪs/	fly in the face of	C2	to be the opposite of what is usual or accepted	These recommendations fly in the face of previous advice on safe limits of consumption.
face	noun	/feɪs/	a slap in the face	C2	something someone does that insults or upsets you	After all that hard work, losing my job was a real slap in the face.
face	verb	/feɪs/	let's face it	C2	something that you say before you say something that is unpleasant but true	Let's face it, none of us are getting any younger.
facial	adjective	/ˈfeɪ.ʃəl/		C2	of or on the face	facial expressions/hair
factor	noun [C]	/ˈfæk.tər/	deciding factor	C2	something important that helps to make the final decision	Cost was the deciding factor in choosing this builder.
fail	verb	/feɪl/	I fail to see/understand	C2	used to say that you do not accept something	I fail to see why you cannot work on a Sunday.
faint	adjective	/feɪnt/	feel faint	C2	to feel very weak and as if you might fall down	Seeing all the blood made me feel faint.
faint	adjective	/feɪnt/	not have the faintest idea	C2	used to emphasize that you do not know something	I haven't the faintest idea what you're talking about.
fair	adjective	/fer/	a fair amount/distance/size, etc.	C2	a large amount, distance, size, etc.	There's still a fair amount of work to be done on the house.
fair	adjective	/fer/	a fair chance	C2	an equal and honest opportunity	All he asks is a fair chance to prove his innocence.
fair	adjective	/fer/	fair play	C2	behavior that is fair, honest, and does not take advantage of people	The public needs to feel a sense of fair play from the government.
faithful	adjective	/ˈfeɪθ.fəl/	RELATIONSHIP	C2	If your husband, wife or partner is faithful, they do not have a romantic relationship with anyone else.	a faithful husband|They remained faithful to each other throughout their long marriage.
faithful	adjective	/ˈfeɪθ.fəl/	NOT CHANGED	C2	not changing any of the original details, facts, style, etc.	Does the film adaptation stay faithful to the novel?
fake	noun [C]	/feɪk/	COPY	C2	a copy of something that is intended to look real or valuable and deceive people	Experts say that the painting is a fake.
fake	noun [C]	/feɪk/	PERSON	C2	someone who pretends to have particular skills or qualities so that they can deceive people or get their admiration	He said he was a doctor, but we soon realized he was a fake.
fake	verb [T]	/feɪk/	COPY	C2	to copy something in order to deceive people	The documents had been faked.
fake	verb [T]	/feɪk/	PRETEND	C2	to pretend that something has happened when it has not or to pretend to have a feeling that you do not have	They faked illness to avoid having to work.|He said he was feeling sick, but he was just faking it.
fall	verb [I]	/fɔːl/	darkness/night falls	C2	used to say that it is becoming dark	When darkness fell, I began to feel worried.
fall	verb [I]	/fɔːl/	BE DEFEATED	C2	to be defeated and start to be controlled by a different leader	The city fell to the enemy.
fall	verb [I]	/fɔːl/	BECOME WORSE	C2	to become worse, or start to be in a bad situation or condition	Education standards are continuing to fall.|Empty for 30 years, the building had fallen into ruin.
fall	verb [I]	/fɔːl/	HANG DOWN	C2	to hang down	Her long hair fell softly over her shoulders.
fall	verb [I]	/fɔːl/	fall on deaf ears	C2	If advice or a request falls on deaf ears, people ignore it.	Our pleas for help fell on deaf ears.
fall	verb [I]	/fɔːl/	fall into place	C2	When events or details that you did not understand before fall into place, they become easy to understand.	When Jo told me she had a twin sister, everything fell into place.
fall	verb [I]	/fɔːl/	fall prey to sth	C2	to be hurt or deceived by something or someone bad	He fell prey to a gang of criminals pretending to be city officials.
fall	verb [I]	/fɔːl/	fall short of sth	C2	to not reach a particular level, but only by a small amount	Sales for the first half of this year fell just short of the target.
fall	verb [I]	/fɔːl/	fall short of sth	C2	to fail to achieve something	His behavior falls short of what we expect.|She just fell short of the grades she needed.
fall	verb [I]	/fɔːl/		C2	to use someone or something when other things have failed, or when there are no other choices	We've been saving up the past few years, to have something to fall back on.
familiarize	verb	/fəˈmɪl.jəˌrɑɪz/	familiarize sb/yourself with sth	C2	to teach someone more about something new, or try to understand more about it yourself	We spent a few minutes familiarizing ourselves with the day's schedule.
famine	noun [C or U]	/ˈfæm.ɪn/		C2	when people living in a particular area do not have enough food for a long time causing suffering and death	The floods were followed by a terrible famine.
fanatic	noun [C]	/fəˈnæt̬.ɪk/		C2	someone whose interest in something or enthusiasm for something is extreme	a religious fanatic|fitness/exercise fanatics
far	adverb	/fɑr/	so far, so good	C2	used to say that something has gone well until now	It's the first time I've done any decorating, but so far, so good.
far	adverb	/fɑr/	far from doing sth	C2	certainly not doing something	Far from being pleased, he was embarrassed by the praise.
far	adverb	/fɑr/	go so far as to do sth	C2	to take the extreme action of doing something	He even went so far as to stop her using the telephone.
far	adverb	/fɑr/	go too far	C2	to behave in a way that upsets or annoys other people	He's said some stupid things in the past, but this time he's gone too far.
far	adverb	/fɑr/	few and far between	C2	not happening or existing very often	Opportunities like this are few and far between.
far	adjective [always before noun]	/fɑr/	the far left/right	C2	used to describe political groups whose opinions are very extreme	He belongs to a far right group.
faraway	adjective	/ˈfɑr.əˌweɪ/	LONG DISTANCE	C2	a long distance away	faraway places
faraway	adjective	/ˈfɑr.əˌweɪ/	a faraway look/expression	C2	an expression on someone's face that shows that they are not thinking about what is happening around them	He had a faraway look in his eyes.
fast	adjective	/fæst/	in the fast lane	C2	doing or getting the things that lead to rapid success and advancement	Their hard work and successful software put them in the fast lane.|Fed up with life in the fast lane, Jack gave up his job and moved to the countryside.
fast	adjective	/fæst/	the/a fast track	C2	a very quick way of achieving or dealing with something	These intensive courses claim to offer a fast track to wealth and success.
fast	adverb	/fæst/	FIRMLY	C2	in a firm or tight way	He tried to get away, but she held him fast.
fast	adverb	/fæst/	fast asleep	C2	completely asleep	I looked into his room but he was still fast asleep.
fault	noun	/fɔːlt/	find fault with sb/sth	C2	to criticize someone or something, especially without good reasons	She was always finding fault with our work.
faultless	adjective	/ˈfɔːlt.ləs/		C2	perfect, or without any mistakes	a faultless performance
fear	noun [C or U]	/fɪr/	for fear of sth/doing sth	C2	because you are worried about something/doing something	I didn't want to move for fear of waking her up.
fear	verb [T]	/fɪr/	fear the worst	C2	to worry that something very bad will happen or that something very bad has happened	When there was no sign of the children, the rescuers feared the worst.
fearful	adjective	/ˈfɪr.fəl/		C2	frightened or worried	He was fearful of driving on the icy streets.
fearless	adjective	/ˈfɪr.ləs/		C2	not frightened of anything	a fearless fighter
feast	verb	/fiːst/		C2	to eat a lot of food and enjoy it very much	We feasted on fried chicken, ice cream, and chocolate cake.
feat	noun [C]	/fiːt/		C2	an act or achievement that shows great skill or strength	The Eiffel Tower is a remarkable feat of engineering.|Getting the house painted was quite a feat.
feat	noun [C]	/fiːt/	be no mean feat	C2	used when you want to emphasize that an act or achievement is very difficult	Learning to ski at 60 is no mean feat!
feature	noun [C]	/ˈfiː.tʃər/	NEWSPAPER	C2	a special article in a newspaper or magazine, or a special television program	a double-page feature on global warming
feeble	adjective	/ˈfiː.bəl/	WEAK	C2	extremely weak	She became too feeble to get out of bed.
feeble	adjective	/ˈfiː.bəl/	NOT GOOD	C2	not very good or effective	a feeble argument/excuse
feel	verb	/fiːl/	feel faint	C2	to feel very weak and as if you might fall down	Seeing all the blood made me feel faint.
feeling	noun	/ˈfiː.lɪŋ/	hard feelings	C2	anger, unhappiness, or lack of trust	I hope you don't have any hard feelings.|I'm sorry it didn't work out, but no hard feelings.
fend	verb	/fend/		C2	to take care of yourself without help	When you go away to college, you have to learn to fend for yourself.
fertile	adjective	/ˈfɜːr.təl/		C2	Fertile land or soil produces a lot of healthy plants.	They settled in the fertile river valleys.
fever	noun	/ˈfiː.vər/	EXCITEMENT	C2	when people are very excited about something	Election fever has gripped the nation.
few	determiner ; adjective ; pronoun	/fjuː/	few and far between	C2	not happening or existing very often	Opportunities like this are few and far between.
fictional	adjective	/ˈfɪk.ʃən.əl/		C2	existing only in fiction	a fictional character
field	noun	/fiːld/	COMPETITORS	C2	the people competing in a race, activity, or business	We lead the field in genetic research.
field	noun	/fiːld/	CONTAINING SUBSTANCE	C2	an area of land covered with or containing a lot of a particular substance	an oil/gas/coal field|The upper part of the volcano is a vast field of black lava.|They searched for meteorites on the frozen ice fields of Antarctica.
fill	verb	/fɪl/	fill a need/gap/demand	C2	to provide something that people need or want	The new nursery is really filling a need.
film	noun	/fɪlm/	LAYER	C2	a thin layer of something on a surface	A film of oil glistened on the surface of the water.
filter	verb	/ˈfɪl.tər/	REMOVE	C2	to pass a liquid or gas through a piece of equipment in order to remove solid pieces or other substances	The water was filtered to remove any impurities.
filter	verb	/ˈfɪl.tər/	filter down/in/through, etc.	C2	to gradually appear	The sunlight filtered through the bedroom curtains.
filter	noun [C]	/ˈfɪl.tər/		C2	a piece of equipment that you pass a liquid or gas through in order to remove particular substances	a coffee filter
final	adjective [always before noun]	/ˈfɑɪn.əl/	NO MORE DISCUSSION	C2	If a decision, agreement, or answer is final, it will not be changed or discussed any more.	The committee's decision is final.
